0	0	0
282.43485	0.00449	5.36884
43.04329	0.00285	-15.24144
277.11358	0.02422	223.27753
79.62896	0.01164	-101.53103
264.58918	0.04601	-226.71007
53.06535	0.0168	3.66089
52.95794	0.02084	19.31343
174.01562	0.08288	84.44669
166.9363	0.10297	123.9143
58.65441	0.03711	-72.08957
159.15237	0.1036	170.31215
199.36567	0.14237	-144.63632
264.5403	0.19243	-110.08871
195.69077	0.16486	-1.23101
258.01976	0.22655	316.26412
124.20847	0.11077	-104.93583
1084.53445	0.97309	-1543.94618
50.05006	0.04641	-3.54701
190.46888	0.17724	150.44538
85.20962	0.09361	37.10201
169.56332	0.19602	23.85242
145.72842	0.17838	-169.738
79.69934	0.10353	18.85807
94.28446	0.12514	-40.90366
52.09682	0.07216	-50.82198
105.85439	0.15582	-25.20501
77.77346	0.11601	-68.31981
128.90634	0.19629	-121.7381
229.69649	0.36935	-265.24363
195.64354	0.32826	177.03531
542.88504	0.92945	25.36898
198.86852	0.34217	253.98713
109.99693	0.1904	-20.31221
70.15358	0.12179	35.61908
162.44759	0.29078	-41.98307
155.10574	0.27957	33.72526
181.73838	0.33416	-196.1197
7.95927	0.01542	-41.18425
87.23461	0.17031	-26.16659
170.61645	0.3471	237.45798
3872445.30006	8243.56549	9219766.77804
141.06209	0.3087	68.32831
66.40084	0.1496	112.99578
414.24595	0.95957	-23.93148
20.24168	0.04741	-63.05588
757.69929	1.77926	-363.39157
22.3741	0.05279	-34.23726
407.65642	0.9621	-350.52257
602.49989	1.46693	180.40426
35.55067	0.08864	-47.34518
2438.59447	6.10292	45.38433
56.86273	0.14555	-246.69596
8723789.70717	22441.50475	-4888250.14947
45.36101	0.12006	14.71157
26.99964	0.07437	-62.64186
288.18109	0.81899	1.12132
10.24875	0.0301	-27.67017
17.91077	0.05431	33.93651
5631995.26278	17147.68967	8263191.59385
69.74876	0.21355	-146.00782
105.40899	0.32408	144.14088
132.92937	0.41752	-134.90615
146.35548	0.46425	147.6562
256.14475	0.82521	-135.66556
33.92205	0.11129	-48.14193
37.13055	0.12218	-116.47411
122.56525	0.42591	53.39053
30.07406	0.10531	9.18828
135.83379	0.4774	79.68061
152.56382	0.54	114.0402
87.72547	0.31709	65.58008
91.72447	0.35134	-20.88771
99.0351	0.38105	231.60322
33.50702	0.12975	24.1242
397.9963	1.55016	-481.89369
366.9507	1.46163	236.71826
245.17219	0.98642	-141.91775
813.46917	3.29833	262.24143
178.54741	0.73457	126.49808
62.7822	0.26494	-13.14292
42.5219	0.18098	-3.66945
539.46766	2.33535	-104.23574
269.53819	1.16706	345.99809
46.76553	0.20552	24.74704
232.92221	1.04074	-107.20252
100.43551	0.45643	270.11621
220.09036	1.00456	-22.49194
110.31033	0.51821	-126.05163
230.56864	1.11531	307.84062
79.62023	0.3891	-71.40847
236.27953	1.15703	-24.31043
196.10011	0.99469	-74.12286
59.73632	0.30467	-0.07915
80.24461	0.41295	-51.62923
124.61967	0.65694	-26.40726
48.93537	0.2604	12.17822
93.16027	0.49946	-122.72957
168.66243	0.90471	-66.11277
389.45871	2.14808	684.33802
209.62424	1.15779	75.22807
91.39998	0.51009	-100.77989
249.69673	1.39646	-220.81824
40.28292	0.22649	-101.59456
104.03938	0.5933	-64.7589
73.58894	0.42107	212.86355
142.89402	0.82342	170.18617
